Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Central African Republic,CAF,"Population ages 35-39, female",SP.POP.3539.FE,110460
Central African Republic,CAF,"Age dependency ratio, old",SP.POP.DPND.OL,5.08522263833221
Central African Republic,CAF,Age dependency ratio (% of working-age population),SP.POP.DPND,101.451161648497
Central African Republic,CAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Central African Republic,CAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Central African Republic,CAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Central African Republic,CAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Central African Republic,CAF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Central African Republic,CAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,98398413
Central Europe and the Baltics,CEB,"Population ages 80 and above, male",SP.POP.80UP.MA,1380638
Central Europe and the Baltics,CEB,"Population ages 80 and above, female",SP.POP.80UP.FE,2972607
Central Europe and the Baltics,CEB,"Population ages 75-79, male",SP.POP.7579.MA,1334810
Central Europe and the Baltics,CEB,"Population ages 75-79, female",SP.POP.7579.FE,2130256
Central Europe and the Baltics,CEB,"Population ages 70-74, male",SP.POP.7074.MA,2158603
Central Europe and the Baltics,CEB,"Population ages 70-74, female",SP.POP.7074.FE,3006783
Central Europe and the Baltics,CEB,"Population ages 65-69, male",SP.POP.6569.MA,2752749
Central Europe and the Baltics,CEB,"Population ages 65-69, female",SP.POP.6569.FE,3395794
Central Europe and the Baltics,CEB,"Population ages 60-64, male",SP.POP.6064.MA,2795770
Central Europe and the Baltics,CEB,"Population ages 60-64, female",SP.POP.6064.FE,3115576
Central Europe and the Baltics,CEB,"Population ages 55-59, male",SP.POP.5559.MA,2940490
Central Europe and the Baltics,CEB,"Population ages 55-59, female",SP.POP.5559.FE,3046426
Central Europe and the Baltics,CEB,"Population ages 50-54, male",SP.POP.5054.MA,3368917
Central Europe and the Baltics,CEB,"Population ages 50-54, female",SP.POP.5054.FE,3356409
Central Europe and the Baltics,CEB,"Population ages 45-49, male",SP.POP.4549.MA,3857124
Central Europe and the Baltics,CEB,"Population ages 45-49, female",SP.POP.4549.FE,3755488
Central Europe and the Baltics,CEB,"Population ages 40-44, male",SP.POP.4044.MA,3811808
Central Europe and the Baltics,CEB,"Population ages 40-44, female",SP.POP.4044.FE,3663388
Central Europe and the Baltics,CEB,"Population ages 35-39, male",SP.POP.3539.MA,3731507
Central Europe and the Baltics,CEB,"Population ages 35-39, female",SP.POP.3539.FE,3561255
Central Europe and the Baltics,CEB,"Age dependency ratio, old",SP.POP.DPND.OL,29.7183697579988
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),SP.POP.DPND,52.914843136359
Central Europe and the Baltics,CEB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Central Europe and the Baltics,CEB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Central Europe and the Baltics,CEB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Central Europe and the Baltics,CEB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Central Europe and the Baltics,CEB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Central Europe and the Baltics,CEB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Chad,TCD,"Population, total",SP.POP.TOTL,18278568
Chad,TCD,"Population ages 80 and above, male",SP.POP.80UP.MA,14892
Chad,TCD,"Population ages 80 and above, female",SP.POP.80UP.FE,21597
Chad,TCD,"Population ages 75-79, male",SP.POP.7579.MA,24681
Chad,TCD,"Population ages 75-79, female",SP.POP.7579.FE,30911
Chad,TCD,"Population ages 70-74, male",SP.POP.7074.MA,46847
Chad,TCD,"Population ages 70-74, female",SP.POP.7074.FE,56760
Chad,TCD,"Population ages 65-69, male",SP.POP.6569.MA,79203
Chad,TCD,"Population ages 65-69, female",SP.POP.6569.FE,91766
Chad,TCD,"Population ages 60-64, male",SP.POP.6064.MA,120512
Chad,TCD,"Population ages 60-64, female",SP.POP.6064.FE,134403
Chad,TCD,"Population ages 55-59, male",SP.POP.5559.MA,170328
Chad,TCD,"Population ages 55-59, female",SP.POP.5559.FE,184391
Chad,TCD,"Population ages 50-54, male",SP.POP.5054.MA,232820
Chad,TCD,"Population ages 50-54, female",SP.POP.5054.FE,244561
Chad,TCD,"Population ages 45-49, male",SP.POP.4549.MA,296842
Chad,TCD,"Population ages 45-49, female",SP.POP.4549.FE,306519
Chad,TCD,"Population ages 40-44, male",SP.POP.4044.MA,344086
Chad,TCD,"Population ages 40-44, female",SP.POP.4044.FE,351760
Chad,TCD,"Population ages 35-39, male",SP.POP.3539.MA,427598
Chad,TCD,"Population ages 35-39, female",SP.POP.3539.FE,432531
Chad,TCD,"Age dependency ratio, old",SP.POP.DPND.OL,3.9610766388208
Chad,TCD,Age dependency ratio (% of working-age population),SP.POP.DPND,97.4663343758025
Chad,TCD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Chad,TCD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Chad,TCD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Chad,TCD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Chad,TCD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Chad,TCD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,175346
Channel Islands,CHI,"Population ages 80 and above, male",SP.POP.80UP.MA,2949
Channel Islands,CHI,"Population ages 80 and above, female",SP.POP.80UP.FE,4482
Channel Islands,CHI,"Population ages 75-79, male",SP.POP.7579.MA,2783
Channel Islands,CHI,"Population ages 75-79, female",SP.POP.7579.FE,3356
Channel Islands,CHI,"Population ages 70-74, male",SP.POP.7074.MA,3389
Channel Islands,CHI,"Population ages 70-74, female",SP.POP.7074.FE,3874
Channel Islands,CHI,"Population ages 65-69, male",SP.POP.6569.MA,4059
Channel Islands,CHI,"Population ages 65-69, female",SP.POP.6569.FE,4301
Channel Islands,CHI,"Population ages 60-64, male",SP.POP.6064.MA,5150
Channel Islands,CHI,"Population ages 60-64, female",SP.POP.6064.FE,5406
Channel Islands,CHI,"Population ages 55-59, male",SP.POP.5559.MA,6271
Channel Islands,CHI,"Population ages 55-59, female",SP.POP.5559.FE,6432
Channel Islands,CHI,"Population ages 50-54, male",SP.POP.5054.MA,6310
Channel Islands,CHI,"Population ages 50-54, female",SP.POP.5054.FE,6535
Channel Islands,CHI,"Population ages 45-49, male",SP.POP.4549.MA,5995
Channel Islands,CHI,"Population ages 45-49, female",SP.POP.4549.FE,5967
Channel Islands,CHI,"Population ages 40-44, male",SP.POP.4044.MA,6429
Channel Islands,CHI,"Population ages 40-44, female",SP.POP.4044.FE,6296
Channel Islands,CHI,"Population ages 35-39, male",SP.POP.3539.MA,6447
Channel Islands,CHI,"Population ages 35-39, female",SP.POP.3539.FE,6018
Channel Islands,CHI,"Age dependency ratio, old",SP.POP.DPND.OL,24.3683380215854
Channel Islands,CHI,Age dependency ratio (% of working-age population),SP.POP.DPND,46.3619441917147
Channel Islands,CHI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Channel Islands,CHI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Channel Islands,CHI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Channel Islands,CHI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Channel Islands,CHI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Channel Islands,CHI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Chile,CHL,"Population, total",SP.POP.TOTL,19629590
Chile,CHL,"Population ages 80 and above, male",SP.POP.80UP.MA,234810
Chile,CHL,"Population ages 80 and above, female",SP.POP.80UP.FE,370815
Chile,CHL,"Population ages 75-79, male",SP.POP.7579.MA,209870
Chile,CHL,"Population ages 75-79, female",SP.POP.7579.FE,258756
Chile,CHL,"Population ages 70-74, male",SP.POP.7074.MA,322955
Chile,CHL,"Population ages 70-74, female",SP.POP.7074.FE,366268
Chile,CHL,"Population ages 65-69, male",SP.POP.6569.MA,422098
Chile,CHL,"Population ages 65-69, female",SP.POP.6569.FE,458722
Chile,CHL,"Population ages 60-64, male",SP.POP.6064.MA,508509
Chile,CHL,"Population ages 60-64, female",SP.POP.6064.FE,539607
Chile,CHL,"Population ages 55-59, male",SP.POP.5559.MA,581268
Chile,CHL,"Population ages 55-59, female",SP.POP.5559.FE,600610
Chile,CHL,"Population ages 50-54, male",SP.POP.5054.MA,626215
Chile,CHL,"Population ages 50-54, female",SP.POP.5054.FE,632552
Chile,CHL,"Population ages 45-49, male",SP.POP.4549.MA,658522
Chile,CHL,"Population ages 45-49, female",SP.POP.4549.FE,654773
Chile,CHL,"Population ages 40-44, male",SP.POP.4044.MA,701808
Chile,CHL,"Population ages 40-44, female",SP.POP.4044.FE,691114
Chile,CHL,"Population ages 35-39, male",SP.POP.3539.MA,769008
Chile,CHL,"Population ages 35-39, female",SP.POP.3539.FE,754702
Chile,CHL,"Age dependency ratio, old",SP.POP.DPND.OL,19.7083106757679
Chile,CHL,Age dependency ratio (% of working-age population),SP.POP.DPND,46.3022033289926
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Chile,CHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Chile,CHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Chile,CHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Chile,CHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Chile,CHL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
China,CHN,"Population, total",SP.POP.TOTL,1411878144
China,CHN,"Population ages 80 and above, male",SP.POP.80UP.MA,13568731
China,CHN,"Population ages 80 and above, female",SP.POP.80UP.FE,21313186
China,CHN,"Population ages 75-79, male",SP.POP.7579.MA,14974163
China,CHN,"Population ages 75-79, female",SP.POP.7579.FE,18273770
China,CHN,"Population ages 70-74, male",SP.POP.7074.MA,26590932
China,CHN,"Population ages 70-74, female",SP.POP.7074.FE,31375575
China,CHN,"Population ages 65-69, male",SP.POP.6569.MA,35902951
China,CHN,"Population ages 65-69, female",SP.POP.6569.FE,39427862
China,CHN,"Population ages 60-64, male",SP.POP.6064.MA,36301390
China,CHN,"Population ages 60-64, female",SP.POP.6064.FE,37649929
China,CHN,"Population ages 55-59, male",SP.POP.5559.MA,56203774
China,CHN,"Population ages 55-59, female",SP.POP.5559.FE,56645842
China,CHN,"Population ages 50-54, male",SP.POP.5054.MA,61112973
China,CHN,"Population ages 50-54, female",SP.POP.5054.FE,60079443
China,CHN,"Population ages 45-49, male",SP.POP.4549.MA,49589489
China,CHN,"Population ages 45-49, female",SP.POP.4549.FE,47828621
China,CHN,"Population ages 40-44, male",SP.POP.4044.MA,50633889
China,CHN,"Population ages 40-44, female",SP.POP.4044.FE,48080382
China,CHN,"Population ages 35-39, male",SP.POP.3539.MA,58408826
China,CHN,"Population ages 35-39, female",SP.POP.3539.FE,54318182
China,CHN,"Age dependency ratio, old",SP.POP.DPND.OL,20.692610076437
China,CHN,Age dependency ratio (% of working-age population),SP.POP.DPND,45.0422200204447
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
China,CHN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
China,CHN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
China,CHN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Colombia,COL,"Population, total",SP.POP.TOTL,52085168
Colombia,COL,"Population ages 80 and above, male",SP.POP.80UP.MA,309044
Colombia,COL,"Population ages 80 and above, female",SP.POP.80UP.FE,496736
Colombia,COL,"Population ages 75-79, male",SP.POP.7579.MA,375165
Colombia,COL,"Population ages 75-79, female",SP.POP.7579.FE,494952
Colombia,COL,"Population ages 70-74, male",SP.POP.7074.MA,606646
Colombia,COL,"Population ages 70-74, female",SP.POP.7074.FE,732689
Colombia,COL,"Population ages 65-69, male",SP.POP.6569.MA,861963
Colombia,COL,"Population ages 65-69, female",SP.POP.6569.FE,1003220
Colombia,COL,"Population ages 60-64, male",SP.POP.6064.MA,1146056
Colombia,COL,"Population ages 60-64, female",SP.POP.6064.FE,1285089
Colombia,COL,"Population ages 55-59, male",SP.POP.5559.MA,1358049
Colombia,COL,"Population ages 55-59, female",SP.POP.5559.FE,1479302
Colombia,COL,"Population ages 50-54, male",SP.POP.5054.MA,1425594
Colombia,COL,"Population ages 50-54, female",SP.POP.5054.FE,1531537
Colombia,COL,"Population ages 45-49, male",SP.POP.4549.MA,1565036
Colombia,COL,"Population ages 45-49, female",SP.POP.4549.FE,1646630
Colombia,COL,"Population ages 40-44, male",SP.POP.4044.MA,1802983
Colombia,COL,"Population ages 40-44, female",SP.POP.4044.FE,1856949
Colombia,COL,"Population ages 35-39, male",SP.POP.3539.MA,2006536
Colombia,COL,"Population ages 35-39, female",SP.POP.3539.FE,2028623
Colombia,COL,"Age dependency ratio, old",SP.POP.DPND.OL,13.4801837336059
Colombia,COL,Age dependency ratio (% of working-age population),SP.POP.DPND,43.8643005915335
Colombia,COL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Colombia,COL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Colombia,COL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Colombia,COL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Colombia,COL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Colombia,COL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Comoros,COM,"Population, total",SP.POP.TOTL,852075
Comoros,COM,"Population ages 80 and above, male",SP.POP.80UP.MA,2133
Comoros,COM,"Population ages 80 and above, female",SP.POP.80UP.FE,2938
Comoros,COM,"Population ages 75-79, male",SP.POP.7579.MA,2922
Comoros,COM,"Population ages 75-79, female",SP.POP.7579.FE,3443
Comoros,COM,"Population ages 70-74, male",SP.POP.7074.MA,5149
Comoros,COM,"Population ages 70-74, female",SP.POP.7074.FE,6121
Comoros,COM,"Population ages 65-69, male",SP.POP.6569.MA,6539
Comoros,COM,"Population ages 65-69, female",SP.POP.6569.FE,7353
Comoros,COM,"Population ages 60-64, male",SP.POP.6064.MA,9744
Comoros,COM,"Population ages 60-64, female",SP.POP.6064.FE,10031
Comoros,COM,"Population ages 55-59, male",SP.POP.5559.MA,12977
Comoros,COM,"Population ages 55-59, female",SP.POP.5559.FE,12375
Comoros,COM,"Population ages 50-54, male",SP.POP.5054.MA,15663
Comoros,COM,"Population ages 50-54, female",SP.POP.5054.FE,14211
Comoros,COM,"Population ages 45-49, male",SP.POP.4549.MA,18044
Comoros,COM,"Population ages 45-49, female",SP.POP.4549.FE,17580
Comoros,COM,"Population ages 40-44, male",SP.POP.4044.MA,22623
Comoros,COM,"Population ages 40-44, female",SP.POP.4044.FE,21865
Comoros,COM,"Population ages 35-39, male",SP.POP.3539.MA,26039
Comoros,COM,"Population ages 35-39, female",SP.POP.3539.FE,27382
Comoros,COM,"Age dependency ratio, old",SP.POP.DPND.OL,7.41271857068494
Comoros,COM,Age dependency ratio (% of working-age population),SP.POP.DPND,72.5829874888347
Comoros,COM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Comoros,COM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Comoros,COM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Comoros,COM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Comoros,COM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Comoros,COM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,102262808
"Congo, Dem. Rep.",COD,"Population ages 80 and above, male",SP.POP.80UP.MA,142916
"Congo, Dem. Rep.",COD,"Population ages 80 and above, female",SP.POP.80UP.FE,216275
"Congo, Dem. Rep.",COD,"Population ages 75-79, male",SP.POP.7579.MA,232985
"Congo, Dem. Rep.",COD,"Population ages 75-79, female",SP.POP.7579.FE,300338
"Congo, Dem. Rep.",COD,"Population ages 70-74, male",SP.POP.7074.MA,378357
"Congo, Dem. Rep.",COD,"Population ages 70-74, female",SP.POP.7074.FE,455638
"Congo, Dem. Rep.",COD,"Population ages 65-69, male",SP.POP.6569.MA,571293
"Congo, Dem. Rep.",COD,"Population ages 65-69, female",SP.POP.6569.FE,657723
"Congo, Dem. Rep.",COD,"Population ages 60-64, male",SP.POP.6064.MA,793144
"Congo, Dem. Rep.",COD,"Population ages 60-64, female",SP.POP.6064.FE,883285
"Congo, Dem. Rep.",COD,"Population ages 55-59, male",SP.POP.5559.MA,1044584
"Congo, Dem. Rep.",COD,"Population ages 55-59, female",SP.POP.5559.FE,1135077
"Congo, Dem. Rep.",COD,"Population ages 50-54, male",SP.POP.5054.MA,1303910
"Congo, Dem. Rep.",COD,"Population ages 50-54, female",SP.POP.5054.FE,1388166
"Congo, Dem. Rep.",COD,"Population ages 45-49, male",SP.POP.4549.MA,1546425
"Congo, Dem. Rep.",COD,"Population ages 45-49, female",SP.POP.4549.FE,1616249
"Congo, Dem. Rep.",COD,"Population ages 40-44, male",SP.POP.4044.MA,1936885
"Congo, Dem. Rep.",COD,"Population ages 40-44, female",SP.POP.4044.FE,1994835
"Congo, Dem. Rep.",COD,"Population ages 35-39, male",SP.POP.3539.MA,2478513
"Congo, Dem. Rep.",COD,"Population ages 35-39, female",SP.POP.3539.FE,2538351
"Congo, Dem. Rep.",COD,"Age dependency ratio, old",SP.POP.DPND.OL,5.71117040224102
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),SP.POP.DPND,97.6096039417879
"Congo, Dem. Rep.",COD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
"Congo, Dem. Rep.",COD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
"Congo, Dem. Rep.",COD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
"Congo, Dem. Rep.",COD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
"Congo, Dem. Rep.",COD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,6106869
"Congo, Rep.",COG,"Population ages 80 and above, male",SP.POP.80UP.MA,7719
"Congo, Rep.",COG,"Population ages 80 and above, female",SP.POP.80UP.FE,11465
"Congo, Rep.",COG,"Population ages 75-79, male",SP.POP.7579.MA,11231
"Congo, Rep.",COG,"Population ages 75-79, female",SP.POP.7579.FE,14716
"Congo, Rep.",COG,"Population ages 70-74, male",SP.POP.7074.MA,20902
"Congo, Rep.",COG,"Population ages 70-74, female",SP.POP.7074.FE,25694
"Congo, Rep.",COG,"Population ages 65-69, male",SP.POP.6569.MA,36261
"Congo, Rep.",COG,"Population ages 65-69, female",SP.POP.6569.FE,41738
"Congo, Rep.",COG,"Population ages 60-64, male",SP.POP.6064.MA,57129
"Congo, Rep.",COG,"Population ages 60-64, female",SP.POP.6064.FE,61593
"Congo, Rep.",COG,"Population ages 55-59, male",SP.POP.5559.MA,80496
"Congo, Rep.",COG,"Population ages 55-59, female",SP.POP.5559.FE,86294
"Congo, Rep.",COG,"Population ages 50-54, male",SP.POP.5054.MA,105682
"Congo, Rep.",COG,"Population ages 50-54, female",SP.POP.5054.FE,109848
"Congo, Rep.",COG,"Population ages 45-49, male",SP.POP.4549.MA,135223
"Congo, Rep.",COG,"Population ages 45-49, female",SP.POP.4549.FE,137587
"Congo, Rep.",COG,"Population ages 40-44, male",SP.POP.4044.MA,159397
"Congo, Rep.",COG,"Population ages 40-44, female",SP.POP.4044.FE,159794
"Congo, Rep.",COG,"Population ages 35-39, male",SP.POP.3539.MA,182855
"Congo, Rep.",COG,"Population ages 35-39, female",SP.POP.3539.FE,183819
"Congo, Rep.",COG,"Age dependency ratio, old",SP.POP.DPND.OL,4.90942865308096
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),SP.POP.DPND,76.6439196983423
"Congo, Rep.",COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
"Congo, Rep.",COG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
"Congo, Rep.",COG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
"Congo, Rep.",COG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
"Congo, Rep.",COG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
"Congo, Rep.",COG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5212173
Costa Rica,CRI,"Population ages 80 and above, male",SP.POP.80UP.MA,46680
Costa Rica,CRI,"Population ages 80 and above, female",SP.POP.80UP.FE,66272
Costa Rica,CRI,"Population ages 75-79, male",SP.POP.7579.MA,50645
Costa Rica,CRI,"Population ages 75-79, female",SP.POP.7579.FE,58385
Costa Rica,CRI,"Population ages 70-74, male",SP.POP.7074.MA,72571
Costa Rica,CRI,"Population ages 70-74, female",SP.POP.7074.FE,81973
Costa Rica,CRI,"Population ages 65-69, male",SP.POP.6569.MA,99314
Costa Rica,CRI,"Population ages 65-69, female",SP.POP.6569.FE,108119
Costa Rica,CRI,"Population ages 60-64, male",SP.POP.6064.MA,130096
Costa Rica,CRI,"Population ages 60-64, female",SP.POP.6064.FE,136995
Costa Rica,CRI,"Population ages 55-59, male",SP.POP.5559.MA,146141
Costa Rica,CRI,"Population ages 55-59, female",SP.POP.5559.FE,151814
Costa Rica,CRI,"Population ages 50-54, male",SP.POP.5054.MA,149934
Costa Rica,CRI,"Population ages 50-54, female",SP.POP.5054.FE,154246
Costa Rica,CRI,"Population ages 45-49, male",SP.POP.4549.MA,165695
Costa Rica,CRI,"Population ages 45-49, female",SP.POP.4549.FE,166481
Costa Rica,CRI,"Population ages 40-44, male",SP.POP.4044.MA,191909
Costa Rica,CRI,"Population ages 40-44, female",SP.POP.4044.FE,189029
Costa Rica,CRI,"Population ages 35-39, male",SP.POP.3539.MA,214383
Costa Rica,CRI,"Population ages 35-39, female",SP.POP.3539.FE,208381
Costa Rica,CRI,"Age dependency ratio, old",SP.POP.DPND.OL,16.2348409215952
Costa Rica,CRI,Age dependency ratio (% of working-age population),SP.POP.DPND,44.9058740811974
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Costa Rica,CRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Costa Rica,CRI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Costa Rica,CRI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Costa Rica,CRI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,28873034
Cote d'Ivoire,CIV,"Population ages 80 and above, male",SP.POP.80UP.MA,43177
Cote d'Ivoire,CIV,"Population ages 80 and above, female",SP.POP.80UP.FE,51954
Cote d'Ivoire,CIV,"Population ages 75-79, male",SP.POP.7579.MA,57901
Cote d'Ivoire,CIV,"Population ages 75-79, female",SP.POP.7579.FE,53559
Cote d'Ivoire,CIV,"Population ages 70-74, male",SP.POP.7074.MA,97418
Cote d'Ivoire,CIV,"Population ages 70-74, female",SP.POP.7074.FE,92970
Cote d'Ivoire,CIV,"Population ages 65-69, male",SP.POP.6569.MA,148503
Cote d'Ivoire,CIV,"Population ages 65-69, female",SP.POP.6569.FE,148693
Cote d'Ivoire,CIV,"Population ages 60-64, male",SP.POP.6064.MA,212025
Cote d'Ivoire,CIV,"Population ages 60-64, female",SP.POP.6064.FE,210930
Cote d'Ivoire,CIV,"Population ages 55-59, male",SP.POP.5559.MA,323615
Cote d'Ivoire,CIV,"Population ages 55-59, female",SP.POP.5559.FE,299981
Cote d'Ivoire,CIV,"Population ages 50-54, male",SP.POP.5054.MA,455642
Cote d'Ivoire,CIV,"Population ages 50-54, female",SP.POP.5054.FE,415906
Cote d'Ivoire,CIV,"Population ages 45-49, male",SP.POP.4549.MA,599404
Cote d'Ivoire,CIV,"Population ages 45-49, female",SP.POP.4549.FE,576650
Cote d'Ivoire,CIV,"Population ages 40-44, male",SP.POP.4044.MA,724820
Cote d'Ivoire,CIV,"Population ages 40-44, female",SP.POP.4044.FE,722675
Cote d'Ivoire,CIV,"Population ages 35-39, male",SP.POP.3539.MA,790600
Cote d'Ivoire,CIV,"Population ages 35-39, female",SP.POP.3539.FE,771556
Cote d'Ivoire,CIV,"Age dependency ratio, old",SP.POP.DPND.OL,4.25730033404023
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),SP.POP.DPND,77.0752004796412
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Cote d'Ivoire,CIV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Cote d'Ivoire,CIV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..
Cote d'Ivoire,CIV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..
Cote d'Ivoire,CIV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..
Cote d'Ivoire,CIV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..
Croatia,HRV,"Population, total",SP.POP.TOTL,3834139
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,75633
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,150504
Croatia,HRV,"Population ages 75-79, male",SP.POP.7579.MA,61209
Croatia,HRV,"Population ages 75-79, female",SP.POP.7579.FE,91729
Croatia,HRV,"Population ages 70-74, male",SP.POP.7074.MA,99156
Croatia,HRV,"Population ages 70-74, female",SP.POP.7074.FE,125405
Croatia,HRV,"Population ages 65-69, male",SP.POP.6569.MA,125454
Croatia,HRV,"Population ages 65-69, female",SP.POP.6569.FE,143154
Croatia,HRV,"Population ages 60-64, male",SP.POP.6064.MA,131250
Croatia,HRV,"Population ages 60-64, female",SP.POP.6064.FE,144045
Croatia,HRV,"Population ages 55-59, male",SP.POP.5559.MA,131577
Croatia,HRV,"Population ages 55-59, female",SP.POP.5559.FE,136784
Croatia,HRV,"Population ages 50-54, male",SP.POP.5054.MA,126455
Croatia,HRV,"Population ages 50-54, female",SP.POP.5054.FE,125096
Croatia,HRV,"Population ages 45-49, male",SP.POP.4549.MA,132488
